movie_title,storyline,Drama,Comedy,Thriller,Action,Romance,Adventure,Crime,Sci-Fi,Fantasy,Horror,Family,Mystery,Biography,Animation,Music,War,History,Sport,Musical,Documentary,Western,Others
Under Siege 2: Dark Territory ,"Seal Team Commander Casey Ryback has retired from the Navy since the conclusion of the events in the first movie, and is now a chef at the Mile High Cafe in Denver, Colorado. Ryback is taking his niece Sarah Ryback on vacation, to reconnect and commiserate with her after the death of her parents. They board a train traveling westbound through the Rocky Mountains from Denver to LA. With the help of gun-for-hire Marcus Penn a couple dozen of his mercenaries, ex-CIA brain (and mentally unstable) Travis Dane commandeers the train, takes the passengers and crew hostage, and sets up a mobile control center. He hacks into the CIA database and gains control of a Top-Secret defence satellite he designed during his Agency days that has just been deployed. Funded by various foreign interests, he stands to make 1 billion dollars for using the space weapon to blow up the Eastern seaboard by targeting a nuclear reactor housed beneath the Pentagon. Dane taunts the Joint Chiefs in the Pentagon ...",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Ryan: Shadow Recruit ,"This new version of the saga of CIA analyst Jack Ryan begins as Jack attends the London School of Economics. 9/11 happens. He subsequently enlists in the Marines, sustaining severe injuries when the chopper deploying him to Afghanistan is shot down. While in intense rehab, he grabs the attention of Harper, a man who works for the CIA and who would like Jack to finish his studies, get a job on Wall Street, and seek out terrorist plots through their financial transactions. Ten years pass. Jack finds anomalies in the accounts of a Russian named Cherevin and thinks he should go to Russia to check out what's going on. He's told not to tell anyone who he is, including his girlfriend Cathy, which makes her doubt him when she catches him in some lies. In Russia, Cherevin assigns someone to assist Jack, but when the two are alone, the man tries to kill Jack instead, so Jack kills him. Obviously, Cherevin is hiding something. Jack goes to meet him and says he'll bring his fiancée along, but ...",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joy ,"Joy has always been fascinated by creating things, This pursuit was always supported emotionally by her maternal grandmother, Mimi. Joy feels that lack of practical support has led to others making fortunes on ideas she came up with years ago but could not act upon manufacturing. Despite being broke, Joy is the person in her extended family to whom everyone has always turned, in the process forgoing her own life, including not having attended college to help see her parents through their divorce. She works in an unsatisfying job as an Eastern Airlines ticket clerk; and lives with her mother Terry who spends all day in bed watching soap operas; her ex-husband Tony, a less than successful aspiring Latino Tom Jones wannabe; and their two children. Added to this mix is her father Rudy, the owner of a failing heavy-duty garage, which is managed by Joy's older half-sister Peggy, with whom she has somewhat of a strained relationship, and for which Joy does the books. Sharon, Rudy's latest ...",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
London Has Fallen ,"After the British Prime Minister has passed away under mysterious circumstances, all leaders of the Western world must attend his funeral. But what starts out as the most protected event on earth, turns into a deadly plot to kill the world's most powerful leaders and unleash a terrifying vision of the future. The President of the United States, his formidable secret service head and a British MI-6 agent who trusts no one are the only people that have any hope of stopping it.",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien: Resurrection ,"200 years after the conclusion of Alien 3, the Company is able to resurrect Ripley through the process of cloning and the scientists successfully take the Queen Alien out of her. But, Ripley's DNA gets mixed up with the Queen's and she begins to develop certain alien characteristics. The scientists begin breeding the aliens, but they later escape. Soon the Xeno-morphs are running amok on the ship, which is on course to Earth. The Queen then gives birth to a deadly new breed of alien, which could spell disaster for the entire human race. It's up to Ripley and a band of space pirates to stop the ship before it reaches Earth.",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shooter ,"Bob Lee Swagger, one of the world's great marksmen and the son of a Congressional Medal of Honoree, is a loner living in the Rockies. He's left the military, having been hung out to dry in a secret Ethiopian mission a few years before, when he's recruited by a colonel to help find a way that the President of the US might be assassinated in one of three cities in the next two weeks. He does his work, but the shot is fired notwithstanding and Bob Lee is quickly the fall guy: wounded and hunted by thousands, he goes to ground and, aided by two unlikely allies, searches for the truth and for those who double-crossed him. All roads lead back to Ethiopia.",1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Boxtrolls ,"THE BOXTROLLS are a community of quirky, mischievous creatures who have lovingly raised an orphaned human boy named Eggs in the amazing cavernous home they've built beneath the streets of a city called Cheesebridge. The story is about a young orphaned boy raised by underground cave-dwelling trash collectors who tries to save his friends from an evil exterminator, the town's villain, Archibald Snatcher. When Snatcher comes up with a plot to get rid of the Boxtrolls. Eggs decides to venture above ground and ""into the light,"" where he meets and teams up with fabulously feisty Winnie. Together, they devise a daring plan to save The BoxTrolls family. The film is based upon the children's novel 'Here Be Monsters' by Alan Snow.",0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Practical Magic ,"Sisters Sally and Gillian Owens have a special bond with each other despite being different in personality and outlook. Having grown up with their spinster Aunts Frances and Jet in the long time Owens family home on an island off the coast of Massachusetts following the death of their father and then their mother, they are the latest in a long line of witches. Rumors of the Owens women being witches have existed for generations in the small close minded town in which they live, despite there being no hard evidence. The Owens women are also under a curse that any man with who they fall in love is doomed. With this experience, extroverted Gilly decides to leave the island to live life to the fullest, in the process falling for Jimmy Angelov, an ethnic Bulgarian who grew up near Transylvannia. More introspective Sally, who has sworn off the use of magic except in its most practical sense, has taken measures not to fall in love because of the curse, but ends up falling for and marrying ...",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lego Movie ,"The LEGO Movie is a 3D animated film which follows lead character, Emmet a completely ordinary LEGO mini-figure who is identified as the most ""extraordinary person"" and the key to saving the Lego universe. Emmet and his friends go on an epic journey to stop the evil tyrant, Lord Business.",0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Miss Congeniality 2: Armed and Fabulous ,"Because of the notoriety she gained from the Miss United States pageant, Gracie Hart's life as an undercover FBI agent is over. In addition, Agent Eric Matthews broke off their relationship which she did not take well. Begrudgingly on the advice her boss Director Harry McDonald, Gracie decides to become the FBI's media relations officer. Ten months later with the assistance of style coach Joel Meyers and a best selling book behind her about her experience, Gracie becomes a designer-clad media darling and the made-up face of the FBI. The new Gracie is the exact opposite of Agent Sam Fuller, a woman who, like Gracie before her pageant experience, has deep seated anger issues. The two do not get along, but that doesn't stop McDonald from assigning Sam to be Gracie's bodyguard. The two are sent to Las Vegas when Gracie's friend, reigning Miss United States Cheryl Frasier, and the long time Miss United States pageant host Stan Fields are kidnapped there. At the FBI's Las Vegas field office...",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reign of Fire ,"It is twenty years in the future, and the planet has been devastated by vicious fire-breathing dragons. The last vestiges of humanity now struggle for survival at remote outposts. In a ruined castle in the English countryside, Quinn is desperately trying to hold together a band of frightened, restless survivors. As a boy, Quinn watched his mother die protecting him from one of the beasts, and is still haunted by the memory. One day, a group of American rogues shows up, led by a brash, tough-guy named Van Zan. He claims to have discovered a way to kill the dragons once and for all, and enlists Quinn's help. But doing so will force Quinn to confront his own frightening memories. This, and Quinn's responsibilities to those that are under his protection, results in a battle of wills between the two men. In the end, events cause them both to realize that they must work together to defeat the monsters--both without and within.",0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangster Squad ,"It's 1949 Los Angeles, and gangster Mickey Cohen has moved in, with the intention of controlling all criminal activity in the city. He has bought local judges and police, and no one is willing to cross him or testify against him. Everyone except Sergeant John O'Mara, a former World War II soldier, whose goal is to settle with his family in a peaceful Los Angeles. Police Chief William Parker decides to form a special unit whose mission is to take down Cohen, and chooses O'Mara to lead the unit. O'Mara chooses 4 cops and asks another cop and vet, Jerry Wooters to join him but Wooters is not interested. But when he witnesses the murder of a young boy by Cohen's people, he joins them, and they decide to take apart Cohen's organization. Cohen wonders if a rival is going after him, but eventually he realizes it's the cops.",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
